dia0_utt0, neutral
dia254_utt5, neutral
dia254_utt6, neutral
dia254_utt7, neutral
dia254_utt8, neutral
dia254_utt9, neutral
dia254_utt10, neutral
dia254_utt11, neutral
dia254_utt12, neutral
dia254_utt13, neutral
dia254_utt14, neutral
dia254_utt15, neutral
dia254_utt16, neutral
dia254_utt17, neutral
dia255_utt0, joy
dia255_utt1, neutral
dia255_utt2, neutral
dia255_utt3, neutral
dia255_utt4, joy
dia255_utt5, joy
dia255_utt6, neutral
dia255_utt7, neutral
dia255_utt8, neutral
dia256_utt0, neutral
dia256_utt1, neutral
dia257_utt0, neutral
dia257_utt1, neutral
dia257_utt2, neutral
dia257_utt3, neutral
dia257_utt4, joy
dia258_utt0, neutral
dia258_utt1, neutral
dia258_utt2, neutral
dia258_utt3, joy
dia258_utt4, neutral
dia258_utt5, neutral
dia258_utt6, neutral
dia258_utt7, neutral
dia258_utt8, neutral
dia258_utt9, neutral
dia258_utt10, neutral
dia258_utt11, neutral
dia258_utt12, joy
dia259_utt0, neutral
dia259_utt1, neutral
dia259_utt2, neutral
dia259_utt3, neutral
dia259_utt4, neutral
dia259_utt5, neutral
dia259_utt6, anger
dia259_utt7, neutral
dia259_utt8, neutral
dia259_utt9, neutral
dia259_utt10, joy
dia259_utt11, neutral
dia259_utt12, anger
dia259_utt13, joy
dia259_utt14, neutral
dia259_utt15, neutral
dia260_utt0, neutral
dia260_utt1, joy
dia260_utt2, neutral
dia260_utt3, joy
dia260_utt4, neutral
dia260_utt5, neutral
dia260_utt6, neutral
dia260_utt7, neutral
dia260_utt8, neutral
dia260_utt9, joy
dia260_utt10, neutral
dia261_utt0, neutral
dia261_utt1, joy
dia261_utt2, joy
dia261_utt3, neutral
dia261_utt4, anger
dia261_utt5, neutral
dia261_utt6, neutral
dia261_utt7, neutral
dia261_utt8, neutral
dia262_utt0, joy
dia262_utt1, joy
dia262_utt2, anger
dia262_utt3, joy
dia262_utt4, neutral
dia262_utt5, neutral
dia262_utt6, neutral
dia262_utt7, neutral
dia262_utt8, neutral
dia262_utt9, neutral
dia262_utt10, neutral
dia262_utt11, neutral
dia262_utt12, neutral
dia262_utt13, neutral
dia262_utt14, neutral
dia262_utt15, neutral
dia262_utt16, joy
dia263_utt0, neutral
dia263_utt1, neutral
dia263_utt2, neutral
dia263_utt3, neutral
dia263_utt4, neutral
dia263_utt5, neutral
dia263_utt6, joy
dia263_utt7, neutral
dia263_utt8, neutral
dia263_utt9, neutral
dia264_utt0, joy
dia264_utt1, anger
dia264_utt2, joy
dia264_utt3, neutral
dia265_utt0, neutral
dia265_utt1, neutral
dia266_utt0, neutral
dia266_utt1, joy
dia266_utt2, neutral
dia266_utt3, neutral
dia266_utt4, neutral
dia266_utt5, neutral
dia266_utt6, joy
dia266_utt7, neutral
dia266_utt8, neutral
dia266_utt9, neutral
dia266_utt10, neutral
dia266_utt11, joy
dia266_utt12, neutral
dia266_utt13, joy
dia266_utt14, neutral
dia266_utt15, anger
dia266_utt16, joy
dia267_utt0, neutral
dia267_utt1, neutral
dia267_utt2, neutral
dia267_utt3, neutral
dia267_utt4, neutral
dia267_utt5, joy
dia267_utt6, neutral
dia267_utt7, neutral
dia267_utt8, neutral
dia267_utt9, neutral
dia267_utt10, neutral
dia268_utt0, joy
dia268_utt1, neutral
dia268_utt2, neutral
dia268_utt3, neutral
dia268_utt4, neutral
dia268_utt5, neutral
dia268_utt6, neutral
dia268_utt7, neutral
dia268_utt8, neutral
dia268_utt9, neutral
dia268_utt10, anger
dia268_utt11, neutral
dia268_utt12, neutral
dia268_utt13, neutral
dia269_utt0, neutral
dia269_utt1, joy
dia269_utt2, neutral
dia269_utt3, anger
dia269_utt4, neutral
dia270_utt0, neutral
dia270_utt1, neutral
dia270_utt2, neutral
dia270_utt3, neutral
dia270_utt4, neutral
dia270_utt5, neutral
dia270_utt6, neutral
dia270_utt7, neutral
dia270_utt8, neutral
dia270_utt9, neutral
dia270_utt10, neutral
dia270_utt11, neutral
dia270_utt12, neutral
dia270_utt13, neutral
dia270_utt14, neutral
dia271_utt0, neutral
dia271_utt1, joy
dia271_utt2, neutral
dia271_utt3, neutral
dia271_utt4, joy
dia271_utt5, neutral
dia272_utt0, joy
dia272_utt1, neutral
dia272_utt2, joy
dia272_utt3, neutral
dia272_utt4, joy
dia272_utt5, anger
dia273_utt0, neutral
dia273_utt1, neutral
dia273_utt2, neutral
dia273_utt3, neutral
dia274_utt0, neutral
dia274_utt1, neutral
dia274_utt2, neutral
dia274_utt3, joy
dia274_utt4, joy
dia275_utt0, neutral
dia275_utt1, neutral
dia275_utt2, neutral
dia275_utt3, neutral
dia276_utt0, neutral
dia277_utt0, neutral
dia278_utt0, neutral
dia278_utt1, neutral
dia278_utt2, neutral
dia278_utt3, neutral
dia278_utt4, neutral
dia278_utt5, neutral
dia278_utt6, neutral
dia278_utt7, joy
dia278_utt8, neutral
dia278_utt9, neutral
dia278_utt10, neutral
dia278_utt11, neutral
dia278_utt12, neutral
dia278_utt13, joy
dia278_utt14, anger
dia278_utt15, joy
dia278_utt16, neutral
dia279_utt0, joy
dia279_utt1, anger
dia279_utt2, neutral
dia279_utt3, neutral
dia279_utt4, joy
dia279_utt5, neutral
dia279_utt6, neutral
dia279_utt7, neutral
dia279_utt8, neutral
dia279_utt9, neutral
dia279_utt10, neutral
dia279_utt11, neutral
dia279_utt12, neutral
dia279_utt13, neutral
dia279_utt14, neutral
dia279_utt15, neutral
